text,english_translation,label,category,flag
"बेटी स्कूल से आते वक्त दूध लेती आना, फ्रिज में खत्म हो गया है।","Daughter, bring milk on your way from school, it's finished in the fridge.",0,personal_family_chat,
"पड़ोस वाले शर्मा जी का बेटा कल शादी में आया था, बहुत बड़ा हो गया है।","Sharma ji's son from next door came to the wedding yesterday, he's grown so much.",0,personal_family_chat,
जीजाजी कह रहे थे इस वीकेंड फार्महाउस चलते हैं सब मिलकर।,Brother-in-law was saying let's all go to the farmhouse this weekend.,0,personal_family_chat,
"मामा जी का हाल-चाल पूछने के लिए कल फोन करना है, भूल मत जाना।","I need to call and check on uncle's wellbeing tomorrow, don't forget.",0,personal_family_chat,
"आज बहुत थक गई हूं ऑफिस में, जल्दी सो जाऊंगी आज।","I'm very tired from office today, I'll sleep early today.",0,personal_family_chat,
"कल दीवाली की सफाई शुरू करेंगे, तुम भी छुट्टी ले लेना।","We'll start Diwali cleaning tomorrow, you should also take leave.",0,personal_family_chat,
"भाभी का बर्थडे अगले हफ्ते है, केक कहां से मंगाना है सोच लिया?","Sister-in-law's birthday is next week, have you decided where to order the cake from?",0,personal_family_chat,
"दादी को दवाई समय पर देना, भूलना मत।","Give grandma her medicine on time, don't forget.",0,personal_family_chat,
"आज बगीचे में नए पौधे लगाए, बहुत मन लगा।","I planted new plants in the garden today, it was very satisfying.",0,personal_family_chat,
"कल कॉलेज रीयूनियन है, सब पुराने दोस्त आ रहे हैं, तुम आओगे?","There's a college reunion tomorrow, all the old friends are coming, will you come?",0,personal_family_chat,
"बेटा हॉस्टल में ठीक से खाना खा रहे हो न, अपना ध्यान रखना।","Son, are you eating properly in the hostel, take care of yourself.",0,personal_family_chat,
"आज मंदिर जाकर प्रसाद लाई हूं, शाम को घर आकर ले जाना।","I went to the temple today and got prasad, come home in the evening and take it.",0,personal_family_chat,
"कल ऑफिस की पिकनिक है, सुबह 7 बजे बस निकलेगी, टाइम पर पहुंच जाना।","There's an office picnic tomorrow, the bus will leave at 7 am, reach on time.",0,personal_family_chat,
"पापा को हल्दी वाला दूध देना रात को, गला खराब है उनका।","Give dad turmeric milk at night, his throat is sore.",0,personal_family_chat,
यार वो किताब वापस कब कर रहा है जो मैंने दी थी पिछले महीने?,"Hey, when are you returning the book I gave you last month?",0,personal_family_chat,
"कल की मीटिंग सुबह 10 बजे रीशेड्यूल हो गई है, कैलेंडर अपडेट कर दिया है।","Tomorrow's meeting has been rescheduled to 10 am, I've updated the calendar.",0,work_reminder,
प्रोजेक्ट रिपोर्ट शुक्रवार तक भेज दीजिएगा प्लीज।,Please send the project report by Friday.,0,work_reminder,
"क्लाइंट कॉल आज शाम 5 बजे है, प्रेजेंटेशन तैयार रखिए।","The client call is at 5 pm today, keep the presentation ready.",0,work_reminder,
आज का स्टैंडअप 11:15 पर शिफ्ट हो गया है क्योंकि क्लाइंट कॉल लंबी चली।,Today's standup has shifted to 11:15 because the client call ran long.,0,work_reminder,
कृपया कल की मीटिंग का एजेंडा रिव्यू करके बता दें।,Please review tomorrow's meeting agenda and let us know.,0,work_reminder,
"मेरा लीव एप्लिकेशन अप्रूव हो गया है, शुक्रवार को छुट्टी पर रहूंगा।","My leave application has been approved, I'll be on leave Friday.",0,work_reminder,
"टीम लंच आज 1 बजे है, कैफेटेरिया में मिलते हैं।","Team lunch is today at 1 pm, let's meet at the cafeteria.",0,work_reminder,
"पुल रिक्वेस्ट रिव्यू कर दिया है, दो छोटे कमेंट्स छोड़े हैं।","I've reviewed the pull request, left two small comments.",0,work_reminder,
"इंटरव्यू कल दोपहर 3 बजे कन्फर्म है, लिंक ईमेल पर भेज दिया है।","The interview is confirmed for tomorrow at 3 pm, I've sent the link on email.",0,work_reminder,
क्वार्टरली रिपोर्ट की डेडलाइन अगले सोमवार तक बढ़ा दी गई है।,The deadline for the quarterly report has been extended to next Monday.,0,work_reminder,
"आज शाम को ऑफिस से जल्दी निकलना है, डॉक्टर अपॉइंटमेंट है।","I need to leave office early this evening, I have a doctor's appointment.",0,work_reminder,
"एनुअल परफॉर्मेंस रिव्यू अगले हफ्ते शुरू होंगे, सेल्फ असेसमेंट फॉर्म भर लीजिए।","Annual performance reviews start next week, please fill out the self assessment form.",0,work_reminder,
मार्केटिंग सिंक बुधवार 10 बजे से शिफ्ट होकर 4 बजे हो गई है।,The marketing sync has shifted from 10 am to 4 pm on Wednesday.,0,work_reminder,
"नई ऑनबोर्डिंग प्रोसेस के लिए ट्रेनिंग सेशन कल सुबह है, सबका अटेंड करना जरूरी है।","There's a training session tomorrow morning for the new onboarding process, everyone needs to attend.",0,work_reminder,
बजट अप्रूवल के लिए फाइनेंस टीम को फॉलो अप कर लीजिए।,Please follow up with the finance team for budget approval.,0,work_reminder,
"आज का डेमो सफल रहा, क्लाइंट ने पॉजिटिव फीडबैक दिया है।","Today's demo went well, the client gave positive feedback.",0,work_reminder,
"सर्वर मेंटेनेंस रात 2 बजे से 4 बजे तक होगा, इस दौरान साइट डाउन रहेगी।","Server maintenance will happen from 2 am to 4 am, the site will be down during this time.",0,work_reminder,
"अगली स्प्रिंट प्लानिंग सोमवार सुबह है, बैकलॉग तैयार रखिए।","The next sprint planning is Monday morning, keep the backlog ready.",0,work_reminder,
एक्सपेंस रिपोर्ट सबमिट करने की आखिरी तारीख महीने के अंत तक है।,The last date to submit the expense report is by the end of the month.,0,work_reminder,
"टीम आउटिंग की डेट फाइनल हो गई है, अगले शनिवार को है।","The team outing date is finalized, it's next Saturday.",0,work_reminder,
आपका ऑर्डर पैक हो गया है और आज शाम तक डिस्पैच हो जाएगा।,Your order has been packed and will be dispatched by this evening.,0,delivery_notification,
"पार्सल कूरियर को दे दिया गया है, ट्रैकिंग नंबर ऐप में उपलब्ध है।","The parcel has been handed over to the courier, the tracking number is available in the app.",0,delivery_notification,
आपका पैकेज आज दोपहर 2 से 5 बजे के बीच पहुंचेगा।,Your package will arrive today between 2 and 5 pm.,0,delivery_notification,
"डिलीवरी पूरी हो गई, पार्सल सिक्योरिटी गार्ड के पास छोड़ा गया है जैसा आपने बताया था।","Delivery completed, the parcel was left with the security guard as you had instructed.",0,delivery_notification,
"आपका रिटर्न पिकअप हो गया है, रिफंड 5 से 7 दिन में मूल भुगतान माध्यम में आ जाएगा।","Your return pickup is done, the refund will reflect in the original payment method in 5 to 7 days.",0,delivery_notification,
"आज आपका ऑर्डर डिलीवर हुआ, अनुभव को रेट करने के लिए ऐप खोलें।","Your order was delivered today, open the app to rate the experience.",0,delivery_notification,
"आपकी फ्लाइट PNR XYZ789 कन्फर्म है, वेब चेक-इन 48 घंटे पहले खुलेगा।","Your flight PNR XYZ789 is confirmed, web check-in opens 48 hours before.",0,delivery_notification,
"ग्रोसरी ऑर्डर पैक हो गया है, 20 मिनट में डिलीवरी पार्टनर पहुंचेगा।","The grocery order has been packed, the delivery partner will arrive in 20 minutes.",0,delivery_notification,
आपकी बुकिंग रेस्टोरेंट में आज रात 8 बजे 4 लोगों के लिए कन्फर्म है।,Your restaurant booking is confirmed for 4 people tonight at 8 pm.,0,delivery_notification,
"आपका सामान कूरियर पिक कर चुका है, शनिवार तक डिलीवर होने की उम्मीद है।","Your item has been picked up by the courier, expected to be delivered by Saturday.",0,delivery_notification,
"सर्विस विजिट पूरी हो गई है, कृपया टेक्नीशियन को 5 में से रेटिंग दें।","The service visit is complete, please rate the technician out of 5.",0,delivery_notification,
"आपकी वापसी की शिकायत दर्ज हो गई है, टीम 2 दिन में संपर्क करेगी।","Your return complaint has been registered, the team will contact you in 2 days.",0,delivery_notification,
"आज का ऑर्डर डिलीवरी बॉय के पास है, वो 10 मिनट में पहुंच जाएगा।","Today's order is with the delivery boy, he will arrive in 10 minutes.",0,delivery_notification,
"आपका OTP है 481920, इसे किसी के साथ साझा न करें, यह 10 मिनट के लिए वैध है।","Your OTP is 481920, do not share it with anyone, it is valid for 10 minutes.",0,otp_legit,
ऐप में लॉगिन के लिए वेरिफिकेशन कोड 736512 है।,The verification code for logging into the app is 736512.,0,otp_legit,
"कार्ड ट्रांजैक्शन के लिए OTP 209481 है, बैंक कर्मचारी भी इसे कभी नहीं मांगते।","The OTP for the card transaction is 209481, bank staff never ask for this either.",0,otp_legit,
नए डिवाइस पर साइन इन पूरा करने के लिए 552013 दर्ज करें।,Enter 552013 to complete sign in on the new device.,0,otp_legit,
"यूनिवर्सिटी पोर्टल लॉगिन के लिए OTP 918273 है, 5 मिनट में एक्सपायर होगा।","The OTP for the university portal login is 918273, it will expire in 5 minutes.",0,otp_legit,
"फूड डिलीवरी ऐप के लिए वेरिफिकेशन कोड 3391 है, जल्दी एक्सपायर हो जाएगा।","The verification code for the food delivery app is 3391, it will expire soon.",0,otp_legit,
पता अपडेट करने के लिए आपका कोड 240187 है।,Your code for updating the address is 240187.,0,otp_legit,
"ग्रोसरी स्टोर पर कार्ड ट्रांजैक्शन के लिए OTP 55219 है, बैंक स्टाफ सहित किसी को न बताएं।","The OTP for the card transaction at the grocery store is 55219, don't tell anyone including bank staff.",0,otp_legit,
"एग्जाम पोर्टल लॉगिन के लिए एक बार का पासवर्ड 882145 है, 10 मिनट के लिए मान्य।","The one-time password for the exam portal login is 882145, valid for 10 minutes.",0,otp_legit,
"व्हाट्सएप वेब लॉगिन कोड 647310 है, यह किसी और को न भेजें।","The WhatsApp Web login code is 647310, do not send this to anyone else.",0,otp_legit,
